职位名称,技能,薪资,学历要求,地区
文员,"['文员', '办公室文员', '销售助理']",5-7K·13薪,大专,上海
实施工程师,"['实施工程师', '数据安全', '信息安全']",7-12K·14薪,大专,上海
翰工招聘车工,"['五险', '包吃', '餐补', '夜班补助', '加班费', '绩效奖金', '工龄奖']",8-13K,学历不限,上海
酒店前台接待,"['包住', '全勤奖', '轮班工作制', '系统培训']",4-8K,学历不限,上海
外勤专员,['双休'],5-7K·13薪,大专,上海
美睫师,"['五险', '房补', '加班费', '绩效奖金']",8-12K,学历不限,上海
项目经理,"['熟悉敏捷开发', '沟通协调能力', '车联网项目管理经验']",20-35K·13薪,本科,上海
嵌入式软件开发工程师,"['C语言', 'C++', 'Linux开发/部署经验', '龙芯', 'VxWorks', '以太网']",13-25K·15薪,本科,上海
人力资源尽调,"['HRDD', '人力资源尽调']",28-29K,本科,上海
技术支持工程师,"['MySQL', 'Oracle', 'SQLServer']",6-11K,本科,上海
供应管理主管,"['英语', '船舶', '海事']",6-9K,大专,上海
自动驾驶软件工程师（图像算法方向）,"['视觉图像算法', 'C++', '嵌入式技术']",200-300元/天,硕士,上海
旅游顾问,"['境外游', '东南亚', '同业销售', '海岛度假型']",5-6K,本科,上海
抖音天猫主播,"['线下办公', '天猫', '抖音', '微信', '直播带货', '种草分享']",5-7K,高中,上海
全屋定制家居设计师,"['整屋家具', 'AutoCAD', '良好的方案沟通能力', '熟悉施工工艺']",10-15K,大专,上海
中台产品经理,"['高级产品经理', '产品规划', '电商产品', 'SaaS']",15-25K·15薪,本科,上海
数据合作商务经理,"['商户合作', '互联网金融', '互联网/科技']",13-25K,本科,上海
技术文员,"['BOM', 'ERP']",7-10K·14薪,大专,上海
ai工程师,"['Java', 'Python', 'C/C++', '机器学习算法/工程化经验']",20-40K·14薪,本科,上海
实验室管理系统（LIMS)管理员,['检测'],7-12K,大专,上海
8k保底/微信咨询/不打电话,"['微信营销', '社群运营/用户运营', '客户关系维护', '护肤品销售']",20-30K,学历不限,上海
海马体化妆师-上海LCM置汇旭辉广场家庭店,"['新娘跟妆', '化妆培训', '影楼化妆', '擅长发型造型']",7-10K,学历不限,上海
安徽朵安企业管理招聘配送员,"['闪送员', '时间自由', '就近分配', '美团', '饿了么', '全部接受']",8-13K,学历不限,上海
CNC操作员,"['焊工证', '钳工证']",6-10K,中专/中技,上海
前端开发工程师（支持远程办公）,"['前端开发', 'Web端']",24-30K,本科,上海
AIGC产品经理,['AI芯片'],20-40K·14薪,本科,上海
CRC临床协调员实习,"['临床研究', '临床监查员', 'CRC', '临床试验', '肿瘤科']",150-200元/天,本科,上海
产品经理-生息资产方向,"['产品设计', '产品规划', '后台产品', '金融产品']",35-65K·16薪,本科,上海
高级Java开发工程师,"['Java', '多线程', 'SQL', '微服务架构', 'SpringMVC', 'Dubbo']",20-40K·15薪,大专,上海
软件测试专员,"['web测试', 'server端测试', 'android测试']",4-5K,学历不限,上海
运维经理,"['Python', '服务器配置', '容器技术', '网络协议', '分布式技术']",15-25K·13薪,本科,上海
逸庄集团招聘服务员,"['包吃', '包住', '绩效奖金', '工龄奖', '月休四天']",5-8K,学历不限,上海
汽车美容师傅,"['包住', '绩效奖金', '包吃']",7-10K,学历不限,上海
产品分析师 (PA),"['互联网金融', '产品助理', '产品经理']",5-10K,本科,上海
联动顾问,"['渠道/机构客户开发', '渠道关系维护']",8-12K,本科,上海
生产组长,"['生产计划与物料控制', '精益生产', '生产质量管理']",6-8K,大专,上海
成品测试助理,['功能性测试'],4-5K,初中及以下,广州
平面设计师/电商设计师,"['企业/自有品牌', 'InDesign', 'AI', 'PS']",10-15K,大专,广州
Hrbp(招聘方向),"['招聘与配置', '人力资源规划', '互联网从业经验', '深入业务']",15-30K,本科,广州
Unity开发工程师,"['Java', 'Eclipse', 'IDEA']",30-35K,大专,广州
眼视光技术顾问,"['验光技师', '医院', '五险一金', '绩效奖金', '验光销售']",6-10K,大专,广州
项目运营主管,"['线上活动', '线下活动', 'B端用户', 'C端用户', '活动落地执行']",3-7K,大专,广州
C++开发工程师,['C++'],10-15K,大专,广州
平台专员,"['B端产品', '数据分析能力好', '用户同理心强', '有营销经验']",5-6K,本科,广州
开思时代招聘供应链经理,['供应链管理'],10-20K,本科,广州
遇见茶餐饮招聘餐饮学徒,"['火锅', '新零售/超市/熟食店', '烧烤/大排档', '学徒', '服务员']",5-10K,学历不限,广州
应用软件开发工程师,"['C++', 'Linux', 'Android', '视觉图像算法']",15-30K·15薪,本科,广州
BYD招聘服务员,"['包吃', '带薪年假', '八小时工作制', '上一休一', '工龄奖', '环境好']",2-3K,学历不限,广州
海外市场,['海外市场'],7-12K,本科,广州
医美咨询助理,"['电话销售', '网络咨询', '医美网电咨询', '接待咨询', '销售专员']",9-10K,学历不限,广州
全屋定制设计师,"['整屋家具', '客厅家具', '卧室家具', '独立完成效果图']",6-11K,大专,广州
资深美容顾问,"['美容', '销售顾问']",8-11K,学历不限,广州
市场推广主管,"['非销售岗', '快消/零售', '销售工作经验', '地推经验']",10-15K,大专,广州
短视频运营,"['专业拍摄', '后期剪辑', '策划热点事件', '房地产/建筑', '矩阵营销']",110-120元/天,,广州
产品经理,"['移动端产品', '客户端产品']",11-18K,本科,广州
控制算法工程师（应用软件工程师）,"['C/C++', 'MATLAB', '智能驾驶', '电机控制', 'simulink/stateflow']",15-30K·13薪,本科,广州
女装设计主管,"['设计主管', '女装设计']",9-14K,本科,广州
广州市荔湾区荔港...招聘店员/营业员,['全职兼职均可'],5-8K,中专/中技,广州
雅思老师,"['雅思', '高中教育', '教师', '教师资格证(高中)', 'TESOL证书']",12-18K,本科,广州
广州市天河区林和...招聘西餐厨师,"['沙司', '汤菜', '甜品', '1年以下', '西餐简餐']",5-6K,初中及以下,广州
招标/商务经理（售前技术支撑）,"['招标商务经理，售前', '售前技术支撑', 'ICT售前技术经理']",6-11K,本科,广州
医学编辑,"['医学编辑', '药学编辑', 'SCI']",8-13K,硕士,广州
药剂师,"['西药执业药师', '药师初级职称']",6-11K,大专,广州
药店营业员，收银员。,"['房补', '加班费', '工龄奖']",3-8K,初中及以下,广州
网文小说责编,"['小说原创经验', '全职', '奇幻玄幻']",6-8K,大专,广州
阿拉伯语社交运营,"['C端用户', '数据分析能力好', '用户同理心强', '自带用户资源']",15-25K·13薪,大专,广州
疆二代招聘烧烤师傅,"['包吃', '包住', '全勤奖', '节假日加班费']",5-6K,学历不限,广州
高级嵌入式软件工程师,"['嵌入式技术', 'C语言', 'FreeRTOS', 'Linux', '嵌入式软件开发']",13-26K·13薪,本科,广州
C++编程教师/助教,"['C++', 'C语言', '计算机相关专业']",160-320元/天,本科,广州
营销总监,"['制定销售计划及策略', '业务风险监督及防范', '市场开发及维护']",10-15K·13薪,大专,广州
汽车主播,['拍视频，直播'],6-11K,高中,广州
月入过万的线上兼职,"['销售岗', '商户合作', '互联网/科技', '教育培训', '快消/零售']",10-15K·13薪,学历不限,广州
短视频社交产品经理,"['产品迭代', 'B端产品', '数据分析', '移动端', '需求分析']",7-12K,本科,广州
放任美科技招聘折弯工,"['1-3年经验', '月结', '包吃住']",4-8K,学历不限,广州
web前端,"['HTML5', 'CSS', 'Vue']",10-15K·13薪,本科,广州
供应商开发,"['供应商管理', '采购管理', '供应链管理', '食品', '化妆品']",8-13K,学历不限,广州
女装打版师,"['环境好', '五险', '餐补', '住房补贴', '话补', '交通补助', '全勤奖']",8-12K,学历不限,广州
外贸业务（双休）,"['外贸业务', '展会销售', '阿里巴巴国际站平台']",5-10K,本科,广州
技术合伙人,['运维管理'],3-5K,大专,广州
桩基检测员,"['工程技术方向', '工业建筑', '桥涵工程', '民用建筑', '结构工程师']",6-10K·13薪,大专,广州
IT技术支持,"['工程师', '信息技术', '教育', '服务', '应届生']",180-360元/天,大专,广州
高级项目管理工程师-工业自动化,"['PMP', '系统集成项目管理工程师']",15-25K·16薪,本科,广州
运维经理,"['系统运维', '安全运维', '虚拟化运维', '机房运维', 'Linux', 'Python']",10-13K,大专,广州
亚马逊运营专员（精品）,"['电商店铺运营', '平台品类运营', 'Amazon', '母婴玩具', '家用电器']",8-13K,本科,广州
投标专员,['移动网络'],6-8K·13薪,大专,广州
贝壳找房置业顾问,"['受理客户咨询', '开发商关系维护', '二手房', '新房']",9-13K,大专,广州
汽车美容技师,"['月休3天', '汽车美容', '汽车清洗', '汽车内外饰', '车辆维修']",3-8K,学历不限,广州
市场营销专员,"['一般企业（甲方）', '其他', '营销策划及执行']",5-8K,大专,广州
Android驱动工程师,"['Android', 'Linux', '嵌入式技术', '音视频编解码', 'Framework']",20-30K,本科,广州
游戏手绘角色模型 包三餐,"['3DMAX', '3D角色低模', '3D角色高模']",14-25K,学历不限,广州
物业接待,"['售楼案场', '物业服务']",5-6K,中专/中技,广州
新动力餐饮设备招聘普工/操作工,"['八小时工作制', '加班费', '包吃', '年终奖', '电子半导体']",4-5K,学历不限,广州
空间设计专员,"['3D设计', '装饰装修', '展陈设计', '空间设计', '软装设计']",4-9K,大专,广州
外墙涂料项目经理,"['二级建造师', '一级建造师', '施工员证', '住宅地产', '别墅地产']",7-12K,大专,广州
嵌入式课程开发工程师,"['C++', 'Python', '嵌入式/单片机开发经验', '计算机相关专业']",12-18K,本科,广州
高薪采耳师,"['采耳', '按摩', '美容', '养生', '高薪', '待遇好']",6-10K,学历不限,广州
资深美术指导,['美术设计专业'],12-22K,本科,广州
课程产品经理（广州+杨箕站）,"['产品设计', '市场调研', '产品规划', '用户研究', '数据分析']",15-20K,大专,广州
座舱音视频资深产品经理,"['硬件产品', '智能硬件产品', '市场调研', '产品规划', '需求分析']",35-45K·15薪,本科,广州
广电智能招聘折弯工,"['餐补', '住房补贴', '五险一金', '高温补贴']",5-8K,中专/中技,广州
休闲游戏策划,"['休闲益智', 'EXCEL']",10-15K,大专,广州
药店实习生,"['药店', '医药', '店员', '实习生']",2-3K,学历不限,广州
链家+6200底薪+五险一金,"['无经验要求', '个人（ToC）', '房地产', '房地产', '门店/柜台销售']",6-11K,大专,广州
网络工程师,"['计算机相关专业', '通信/工程相关专业', '网络安全相关经验']",6-8K,大专,广州
蒙氏副班老师,"['助教', '小班教学（3～25人）', '不限', '教育学专业背景']",4-6K,大专,广州
小儿推拿合伙人,"['小儿推拿师', '中医推拿师', '针灸推拿师']",5-10K,大专,广州
服装车板工,['女装'],8-9K,学历不限,广州
投标经营部经理/主管,['公共建筑'],8-12K·13薪,大专,广州
医生助理,"['医疗助理', '助理医师资格证', '互联网医疗机构', '口腔科']",8-13K,大专,广州
淘宝运营,"['B2B', '电商店铺运营', '淘宝', '店铺运营', '平台商家运营']",7-12K,学历不限,广州
服装设计师助理,"['女装设计', '打版与样衣制作', '潮流趋势调研', '设计师助理']",4-6K,本科,广州
网络工程师,"['网络运维', '网络设备', '网络交换技术', '分布式技术', '项目实施']",8-10K,大专,广州
正式工包吃住五险一金,"['ANSYS', 'VRay', '冲压工程师']",6-7K,大专,广州
行政前台,"['正常班', '普通话标准', '熟悉商务礼仪', '行政前台']",4-5K,高中,广州
服装设计师,"['PS', 'CorelDRAW', 'T恤/卫衣', '男装', '电商直播', '图案设计']",6-8K,大专,广州
游戏海外投放专员（中高级）,"['海外游戏', '游戏投放']",12-20K,大专,广州
景区讲解员（实习生）,"['景区', '中文导游证', '普通话标准']",100-150元/天,大专,广州
鑫睿招聘送餐员,"['夜班补助', '年终奖', '全勤奖', '工龄奖', '夜间配送补贴']",7-9K,学历不限,广州
C#开发高级工程师,"['C#', 'C#开发经验', 'Winform', 'WPF', '智能卡']",15-20K,学历不限,广州
服装设计,"['T恤/卫衣', '潮流趋势调研', '图案设计']",10-15K,本科,广州
广州冰泉制冷招聘氩弧焊工,"['焊工操作证', '包吃住', '氩弧焊', '加班费另算', '焊接']",6-8K·13薪,学历不限,广州
服装设计师,"['打版与样衣制作', '设计师', '女装设计']",6-11K,学历不限,广州
游戏客户端开发工程师,"['游戏引擎', 'cocos', '客户端开发']",25-40K·16薪,本科,广州
高薪双休市场营销,"['互联网/科技', '电子商务', '金融', '营销策划及执行', '广告销售']",8-10K,学历不限,广州
拼多多运营主管,"['拼多多', '电商店铺运营', '拼多多运营']",8-10K,高中,广州
内外饰工程师,"['汽车零部件', '汽车整车', '内外饰设计', '汽车']",15-25K,大专,广州
机器人测试与应用,['工业机器人'],6-8K,本科,广州
短视频摄影师,"['摄影', '服装拍摄', '抖音短视频']",7-9K,大专,广州
研发工程师,"['产品研发', '专利申请', '有机品', '材料研发', '高分子材料']",5-10K,本科,广州
旅游计调专员,['国内线路'],5-6K,大专,广州
无责底薪4500以上+课程顾问+五险一金,['五险一金'],10-15K,大专,广州
电商分销经理,"['个人客户开发', '消费品/快消']",10-15K,大专,广州
服装设计师,"['T恤/卫衣', '外套', '女装', '打板与样衣制作', '潮流趋势调研']",6-11K,本科,广州
招商客服,"['电话客服', '正常工作制', '办公室坐班', '企业内部客服']",4-9K,学历不限,广州
服装设计助理,"['T恤/卫衣', '打板与样衣制作', '服装生产过程管理', '面料辅料采买']",4-6K,中专/中技,广州
海外BD总监助理,"['化学药', '疫苗类', '临床前CRO经验', '生物相关专业']",9-14K,本科,广州
课程顾问/教育咨询师,"['面销', '陌拜', '全职', '课程销售', '销售专员', '教育咨询师']",5-10K,大专,广州
液压服务工程师,"['液压', '机械', '机械服务']",4-6K,中专/中技,广州
急聘电话业务员,"['企业（ToB）', '客户邀约', '其他', '其他产品/服务', '普通话标准']",4-7K,中专/中技,广州
