6277,喜家德虾仁水饺招聘洗碗工,"['包吃包住', '月休四天', '带薪年假']",3-4K,学历不限,哈尔滨
6278,哈尔滨易展广告招聘焊工,"['二保焊', '电焊', '氩弧焊']",5-6K,本科,哈尔滨
6279,宴会策划师,"['活动策划', '广告创意', '广告策划']",3-6K,大专,哈尔滨
6280,海底捞餐饮招聘传菜员,"['火锅店', '传菜', '点单', '餐前服务', '全职', '五险一金包吃住']",4-6K,学历不限,哈尔滨
6281,德邦快递招聘配送员,['短途骑车配送'],6-10K,学历不限,哈尔滨
6282,群控工程师,['爬虫'],8-13K,本科,哈尔滨
6283,哈尔滨市道里区叁...招聘后厨,"['配菜打荷', '后厨学徒', '无经验', '火锅']",4-5K,学历不限,哈尔滨
6284,幼儿园保健医,"['护士资格证', '消毒隔离']",3-4K,大专,哈尔滨
6285,卫健集团招聘水电工,"['包吃', '全职']",3-4K,中专/中技,哈尔滨
6286,平面设计,"['画册设计', '人像修图', '品牌设计', '活动物料', '海报背景墙']",3-5K,学历不限,哈尔滨
6287,宠物美容师助理,['宠物店'],2-3K,学历不限,哈尔滨
6288,讲师,['美术'],8-10K,本科,哈尔滨
6289,商务投标专员,"['招投标相关经验', '基础数据分析能力']",4-5K,大专,哈尔滨
6290,软件培训讲师,"['线下教育', '线上教育', '教师培训经验', '普通话发音标准']",9-10K,大专,哈尔滨
6291,主管,['主管'],3-8K,学历不限,哈尔滨
6292,餐饮储备店长,"['门店运营管理', '餐饮', '包吃包住', '月休四天']",4-6K,大专,哈尔滨
6293,土木/土建/结构工程师,"['一级注册结构工程师', '二级注册结构工程师']",3-5K,本科,哈尔滨
6294,美容顾问,"['综合性美容机构', '了解美容常识', '销售经验']",4-5K,学历不限,哈尔滨
6295,销售专员,"['无经验要求', '电话销售经验', '电子商务', '企业服务']",4-8K,学历不限,哈尔滨
6296,哈尔滨鑫国辉新型材料招聘货运司机,"['无费用', '驾驶证C1', '公司提供运输货车', '其他产品']",4-6K,学历不限,哈尔滨
6297,三维/CAD/制图,"['CAD/制图', '现场排尺报价', '拆解图纸']",3-5K,大专,哈尔滨
6298,面部美容抗衰下店卖手,"['美容师', '高级销售', '美容销售', '决策能力']",5-10K,学历不限,哈尔滨
6299,平面设计,"['PhotoShop', 'CorelDRAW', 'AI', 'PC端', '全职', '户外广告设计']",3-5K,学历不限,哈尔滨
6300,视频编辑,['视频剪辑'],3-7K,学历不限,哈尔滨
6301,香港财记招聘传菜员,"['撤台', '传菜', '中餐馆', '全职']",4-5K,学历不限,哈尔滨
6302,总经理助理,"['行政管理', 'C1驾驶证', '英语', '韩语']",3-5K,本科,哈尔滨
6303,教育报考专员,"['线上教育', '成人/通用', '销售经验']",5-8K,学历不限,哈尔滨
6304,尚志市拾叁堂川菜府店招聘洗碗工,"['全职', '奖金', '节日福利']",3-4K,学历不限,哈尔滨
6305,软件开发工程师,"['Linux', 'QT', 'MySQL', '软件工程师']",8-13K,本科,哈尔滨
6306,平面设计,"['包装设计', '美工', 'PhotoShop', 'CAD', '3DMax', 'PC端', '全职']",3-4K,学历不限,哈尔滨
6307,投标专员,['建筑工程管理'],3-4K,大专,哈尔滨
6308,健身教练,"['五险', '绩效奖金', '全勤奖', '工龄奖', '月休四天']",8-12K,大专,哈尔滨
6309,双城市伊斯兰烧烤店招聘烧烤师傅,"['3-5年', '炭烤']",4-6K,学历不限,哈尔滨
6310,口腔科医生,"['医生', '口腔医生', '牙齿修复', '牙齿矫正']",10-11K,本科,哈尔滨
6311,哈尔滨龙旺货运代理招聘快递员,"['公司提供三轮车', '文件', '服装', '食品', '指定区域配送']",3-8K,学历不限,哈尔滨
6312,管培生/储备干部,"['英语', '运营专员', '运营经理', '跨境电商运营']",4-6K,本科,哈尔滨
6313,春斌餐饮招聘凉菜厨师,"['凉菜厨师', '厨师', '包吃包住', '生日福利', '团建聚餐']",5-6K,学历不限,哈尔滨
6314,内科医生,"['助理医师资格证', '呼吸内科', '心血管科', '神经内科', '初级职称']",5-7K,大专,哈尔滨
6315,美甲师,['月休四天'],1-2K,学历不限,哈尔滨
6316,信用卡销售,"['下肢残疾', '个人（ToC）', '面销/陌拜', '其他产品/服务']",4-8K,初中及以下,哈尔滨
6317,光电项目导师,"['包住', '交通补助', '话补', '意外险', '商业保险', '全勤奖', '年终奖']",10-15K,学历不限,哈尔滨
6318,家装电话销售,"['个人（ToC）', '其他产品/服务', '售前服务', '电话销售经验']",5-10K,大专,哈尔滨
6319,美容顾问,"['五险', '包住', '交通补助', '夜班补助', '绩效奖金', '全勤奖']",5-8K,学历不限,哈尔滨
6320,汽修学徒工,"['车辆大修', '日常养护', '快修快保', '机修', '小型车', '包住']",1-2K,初中及以下,哈尔滨
6321,心朋制菓招聘面包/烘焙师,"['餐补', '夜班补助', '绩效奖金', '全勤奖', '包住']",5-7K,学历不限,哈尔滨
6322,董事长助理,"['政府', '金融', '商务谈判', '文件起草', '政府对接', '外企']",10-11K,本科,哈尔滨
6323,血液透析护士,"['透析', '私立医院', '护士执业证书', '护士资格证', '内科', '肾内科']",2-3K,中专/中技,哈尔滨
6324,内燃大工/中工,"['车辆大修', '故障排查', '日常养护', '小型车', '包吃住', '定期团建']",8-12K,学历不限,哈尔滨
6325,保洁员,"['生活教育', '辅导员']",2-3K,高中,哈尔滨
6326,喷绘写真机操作员,"['物料制作/安装', '广告制作', '喷绘']",6-7K,学历不限,哈尔滨
6327,儿童康复师,"['针灸师', '康复理疗', '初级康复治疗师', '康复治疗士']",4-8K,大专,哈尔滨
6328,管理培训生（提供住宿+转正定岗）,"['运营专员', '活动运营', '产品运营', '策略运营']",5-10K·13薪,大专,哈尔滨
6329,东香招聘传菜员,"['包吃包住', '月休四天', '全勤奖', '工龄奖', '底薪加提成', '传菜员']",3-4K,学历不限,哈尔滨
6330,舞蹈老师,"['小学教育', '舞蹈', '集体授课', '学前教育', '幼师', '全职兼职均可']",90-100元/时,大专,哈尔滨
6331,室内设计师,"['CAD', '3DMax', '酷家乐', 'PhotoShop', '三维家']",5-10K,高中,哈尔滨
6332,美术教师,"['教师', '美术']",3-8K,本科,哈尔滨
6333,值班调度岗-储备人才啦,['通信行业'],3-4K,大专,哈尔滨
6334,课程顾问,"['年终奖', '绩效奖金', '销售专员']",5-10K,学历不限,哈尔滨
6335,外贸助理,"['贸易跟单', '单证员', '外贸专员', '英语', '俄语', '贸易', '机械设备']",4-5K,本科,哈尔滨
6336,市政预算员,"['安装工程', '施工单位', 'AutoCAD', '广联达']",9-10K,学历不限,哈尔滨
6337,安装员,['项目验收'],3-5K,学历不限,哈尔滨
6338,中德骨科招聘厨师,"['五险', '包吃', '全勤奖', '工龄奖', '带薪年假']",4-6K,学历不限,哈尔滨
6339,储备店长,['月休四天'],5-7K,学历不限,哈尔滨
6340,农业市场分析师,['农业'],3-4K,学历不限,哈尔滨
6341,前台接待,['行政前台'],3-4K,学历不限,哈尔滨
6342,财务主管/经理,"['财务综合管理', '资金管理', '成本管理', '内帐']",5-9K,本科,哈尔滨
6343,医药采购,['药品'],4-8K,学历不限,哈尔滨
6344,机器学习,['机器学习'],3-4K,本科,哈尔滨
6345,捷客士汉堡招聘西餐厨师,"['无经验', '炸半成品，很容易掌握，']",3-4K,学历不限,哈尔滨
6346,全屋定制家具设计师,['家具设计'],7-10K,本科,哈尔滨
6347,酒店经理,"['包吃包住', '底薪加提成']",5-6K,大专,哈尔滨
6348,商务库管,"['办公用品管理', '文档管理', '库房管理']",3-4K,本科,哈尔滨
6349,带货主播,"['快手', '食品酒水', '接受夜班', '弹性工作制']",5-10K,学历不限,哈尔滨
6350,政治编辑,"['课程研发经验', '初中政治', '高中政治', '政治教学经验']",3-4K,本科,哈尔滨
6351,德邦快递招聘理货员,"['包住', '夜班补助', '底薪加提成', '全勤奖', '意外险', '餐补', '月结']",5-7K,学历不限,哈尔滨
6352,绘图员及助理,"['CAD', '3DMax']",1-5K,学历不限,哈尔滨
6353,茶艺师,"['茶艺学徒', '调茶师']",3-5K,学历不限,哈尔滨
6354,幼儿英语教师,"['教师', '新概念英语', '幼师', '双语教师', '小学教育', '教师资格证']",3-4K,大专,哈尔滨
6355,UI设计师,"['UI设计', '视觉设计', 'AE软件', 'CorelDRAW', '3DMax', 'CAD']",5-8K,大专,哈尔滨
6356,电商美工/网店美工,"['美妆日化', '拼多多', '淘宝', '阿里巴巴', 'DW', 'PS', 'AI']",3-4K,本科,哈尔滨
6357,剪辑,['电商视频'],4-5K,学历不限,哈尔滨
6358,接受小白有无经验均可不加班微信推广专员,['信息流推广'],8-9K,学历不限,哈尔滨
6359,速卖通运营助理,"['家居日用', '品类运营', '网店店长', '店铺运营', '厨具收纳']",3-5K,大专,哈尔滨
6360,平面设计师,"['CorelDRAW', '画册设计', 'VI设计', '设计师']",3-5K,学历不限,哈尔滨
6361,设计师助理,['CAD/制图'],1-2K,学历不限,哈尔滨
6362,3d建模师,"['建筑工程', 'PS', 'VRay', '3dsMAX', 'CAD', '建模']",3-5K,学历不限,哈尔滨
6363,产品经理（哈尔滨）,"['移动端产品', '数字政府', '政务服务']",8-12K,本科,哈尔滨
6364,图文设计师,"['美工', 'PhotoShop', 'AI', '全职', '图文', '图文设计', '图文广告']",3-5K,学历不限,哈尔滨
6365,哈尔滨市松北区百...招聘理货员,"['餐补', '全勤奖', '底薪加提成', '就近分配', '超市', '全职']",3-4K,学历不限,哈尔滨
6366,土建造价预算员,"['土木建筑工程', '施工单位', 'AutoCAD', '广联达']",5-6K,大专,哈尔滨
6367,保育员,"['周末双休', '环境好', '弹性工作制']",2-3K,学历不限,哈尔滨
6368,新世纪公共设施管理招聘弱电工,"['月休五至六天', '带薪年假']",2-3K,学历不限,哈尔滨
6369,家装设计师,"['设计师', '3D设计', '3D渲染', '酷家乐', 'CAD', '3DMax']",3-6K,大专,哈尔滨
6370,Java,"['HTML', '微服务架构', 'SpringBoot', 'SSM', 'SpringCloud']",6-7K,大专,哈尔滨
6371,高级java开发工程师,"['后端工程师', 'Java', 'Spring', 'Java开发经验']",9-14K,本科,哈尔滨
6372,市场总监,"['战略管理', '市场营销', '市场推广', '市场策划', '市场开发']",10-12K,本科,哈尔滨
6373,哈尔滨华安保安服务招聘保安,['八小时工作制'],2-3K,学历不限,哈尔滨
6374,中餐厨师,"['炒锅', '中餐炒锅', '自助餐/快餐', '1-3年']",7-8K,学历不限,哈尔滨
6375,项目申报专员,['软件/信息技术项目'],3-5K,本科,哈尔滨
6376,网络计调,"['组团型计调', '接待型计调', '境内游', '散拼团', '自由行']",8-13K,大专,哈尔滨
6377,三维动画师,"['3D动画', '动漫', 'MAYA']",6-10K,学历不限,哈尔滨
6378,少儿编程机器人老师,"['乐高', '机器人', '少儿教育', '图形化编程']",3-5K,学历不限,哈尔滨
6379,口腔护士,['医生'],3-5K,学历不限,哈尔滨
6380,需求兼测试工程师,"['Oracle/MySQL', 'Axure']",6-8K·13薪,大专,哈尔滨
6381,采购主管,"['商超', '餐饮', '食品', '粮油采购']",6-8K,大专,哈尔滨
6382,庆业汽车配件有限公司招聘仓库管理员,['餐补'],4-5K,初中及以下,哈尔滨
6383,花艺师,"['花束包装技巧', '花艺/插花造型设计', '花店', '花材日常修整']",4-8K,高中,哈尔滨
6384,淘宝美工,"['美工', '设计师', '平面设计']",2-5K,中专/中技,哈尔滨
6385,教务老师,"['培训机构', '线下教育', '学前儿童/小学生', '普通话发音标准']",3-6K,大专,哈尔滨
6386,项目助理,"['项目助理', '自动化', '管理系统', '电力', '建筑建材', '电气']",3-5K,大专,哈尔滨
6387,影视剧制片人,"['总制片人', '执行制片人', '统筹制片人', '电影', '网剧', '网大']",15-20K,学历不限,哈尔滨
6388,抖音快手店铺运营,"['电商店铺运营', '淘宝/天猫', '京东', '拼多多', '抖音快手店铺运营']",6-8K,大专,哈尔滨
6389,售后技术支持,"['系统调试', '产品咨询', '硬件集成调试', '技术沟通']",4-5K,大专,哈尔滨
6390,室内设计,"['CAD', '3DMax', 'Sketchup', 'SU', 'SKetch', '设计师助理']",5-10K,大专,哈尔滨
6391,实力发型师,"['美发师', '包吃包住']",3-8K,本科,哈尔滨
6392,开发经理,['酒店'],10-15K,大专,哈尔滨
6393,汽车美容洗车工,['包吃住，月薪五千+'],4-5K,学历不限,哈尔滨
6394,客房经理,"['正常工作制', '客房管理经验', '客房培训经验', '包吃住', '全勤奖']",4-5K,学历不限,哈尔滨
6395,高级月嫂,['包吃包住'],5-6K,中专/中技,哈尔滨
6396,拉丁舞老师,"['拉丁舞', '成人教育', '小学教育', '兼职', '教师']",120-150元/时,本科,哈尔滨
6397,少儿编程老师,"['信息学', '理科', '数学', '线下授课', '全职兼职均可', '教育培训']",3-5K,大专,哈尔滨
6398,食品研发专员,['食品加工及制品'],3-5K,大专,哈尔滨
6399,中医按摩技师,"['餐补', '绩效奖金', '拔罐', '艾灸', '中医按摩', '理疗推拿']",8-12K,学历不限,哈尔滨
6400,政府事务经理,"['政府渠道沟通', '投标竞标', '政府关系工作经验']",5-8K,大专,哈尔滨
6401,出差专员,"['电话销售', '快消品', '个人（ToC）', '面销/陌拜']",14-15K,学历不限,哈尔滨
6402,短视频剪辑,"['活动视频', '短视频', '宣传片', 'Premiere', 'AE', '剪辑', '调色']",3-5K,大专,哈尔滨
6403,二维动画设计师,"['Flash', '卡通风格', '二次元风格', '简约风格', '全职']",5-6K,大专,哈尔滨
6404,包装设计,"['PhotoShop', 'AI', 'CAD', '全职', '包装造型设计', '纸包装']",3-4K,学历不限,哈尔滨
6405,彩超医生,"['医学影像科', '彩超医生']",3-6K,大专,哈尔滨
6406,web前端工程师,"['javascript', 'html', 'CSS', 'Vue']",4-6K,学历不限,哈尔滨
6407,宿舍管理员+校医,['医务室'],3-4K,中专/中技,哈尔滨
6408,A1驾驶员,['司机调度/管理'],3-5K,学历不限,哈尔滨
6409,数据标注专员,"['全职工作', '数据标注', '标注数据分析', '图片标注', '文本标注']",3-6K,学历不限,哈尔滨
6410,财税管家,"['代理记账公司', '税务筹划']",5-10K,大专,哈尔滨
6411,餐饮店长,"['包吃包住', '带薪年假', '五险']",12-13K,大专,哈尔滨
6412,艺人助理,['全职'],4-5K,本科,哈尔滨
6413,自媒体运营主管,"['短视频平台', '直播平台', '抖音/快手平台']",5-6K,学历不限,哈尔滨
6414,化妆师,"['夜班补助', '环境好', '底薪加提成', '保底工资', '影楼化妆']",2-3K,学历不限,哈尔滨
6415,比家宾馆招聘电工,['电工'],3-4K,学历不限,哈尔滨
6416,药店店员,"['中医院/诊所', '在线诊疗机构', '药店']",3-4K,学历不限,哈尔滨
6417,餐饮储备管理组,['包吃包住'],4-5K,大专,哈尔滨
6418,设计师助理,"['3D设计', 'CAD']",90-130元/天,大专,哈尔滨
6419,网络运营专员,"['运营专员', '原创撰稿', '策划选题']",3-7K,大专,哈尔滨
6420,预定票务,"['没有销售性质', '火车票']",4-5K,本科,哈尔滨
6421,万能工（装饰工程）,['装修工程'],3-6K,学历不限,哈尔滨
6422,平面设计,"['熟悉印刷流程', '版面设计', '设计相关专业', 'PS', '熟悉印前工艺']",2-4K,高中,哈尔滨
6423,代理商/城市合伙人,"['理财', '投资', '金融投资资源']",50-80K,学历不限,哈尔滨
6424,线上对外汉语教师（居家授课+五险一金）,"['教师', '教研', '线上授课']",7-12K,本科,哈尔滨
6425,技术工人,"['运维监控', '系统运维']",4-5K,大专,哈尔滨
6426,理疗师,['按摩'],8-12K,初中及以下,哈尔滨
6427,运营督导,"['带薪年假', '月休四天', '年终奖', '绩效奖金', '员工旅游']",4-6K,学历不限,哈尔滨
6428,教务管理,"['教务行政', '教师', '校区运营', '教师资格证']",2-5K,本科,哈尔滨
6429,售前工程师,"['售前', '售后', '销售支持', '技术支持']",4-6K,本科,哈尔滨
6430,编辑,"['校对', '主编', '文字编辑']",2-3K,大专,哈尔滨
6431,比乐滋汉堡博莱雅园店招聘门店店长,['全勤奖'],2-4K,学历不限,哈尔滨
6432,银行客户经理,['五险一金'],6-9K,大专,哈尔滨
6433,哈尔滨富康牧业招聘机修工,['机械设备'],4-5K,中专/中技,哈尔滨
6434,规划设计师,"['国土空间规划', '园林设计', '文化产业', '总体规划']",6-11K,本科,哈尔滨
6435,美容美体技师,"['美体瘦身机构', '了解美容常识']",2-7K,中专/中技,哈尔滨
6436,班主任兼校长助理,"['培训机构', '线下教育']",2-3K,大专,哈尔滨
6437,邀约专员,"['销售经验', '个人（ToC）', '其他', 'O2O', '客户邀约']",5-7K,大专,哈尔滨
6438,消金法务专员,"['银行不良资产清收经验', '催收', '销售']",5-10K,学历不限,哈尔滨
6439,测绘内业,"['五险', '月休四天']",3-8K,大专,哈尔滨
6440,财务,"['审计', '互联网']",5-7K,本科,哈尔滨
6441,国际站业务员,"['年终奖', '家居用品', '企业客户', '熟悉阿里巴巴平台']",4-6K,本科,哈尔滨
6442,高薪诚聘全职初中化学教师,"['教师', '初中教育', '化学', '中考']",3-8K,大专,哈尔滨
6443,家装工长,"['总包施工员', '民用建筑', '内装', '驾驶证', '国内派遣']",10-15K,学历不限,哈尔滨
6444,口腔科医生,"['初级职称', '儿童口腔', '口腔医师资格证', '补牙', '根管治疗']",1-2K,本科,哈尔滨
6445,3D设计师,"['3D建模师', '3D渲染师', '工业设计']",5-8K,学历不限,哈尔滨
6446,技术负责人,"['工业建筑', '机电', '国内派遣']",6-9K,高中,哈尔滨
6447,品牌设计师,"['平面设计', '广告设计', '品牌设计', '视觉设计', 'VI设计']",4-5K,本科,哈尔滨
6448,办公室主任,"['总助', '商务驾驶', '行政']",4-5K,大专,哈尔滨
6449,机电维修工,['汽车保养'],3-4K,中专/中技,哈尔滨
6450,经理助理,"['商务谈判', '助理', '前台', '文员']",6-11K,本科,哈尔滨
6451,药店店员,"['药店店员', '陈列员', '零售药店', '医药', '药店收银', '药店销售']",3-6K,高中,哈尔滨
6452,酒店客房主管,"['客房服务经验', '包吃住']",4-5K,大专,哈尔滨
6453,剪辑师,"['剪辑', '特效', '调色']",5-6K,本科,哈尔滨
6454,急聘日语老师（工作地江苏）,"['教师', '教研']",7-12K,本科,哈尔滨
6455,高中物理老师,"['高中教育', '教师']",6-10K,本科,哈尔滨
6456,口腔医生,"['口腔修复', '牙体牙髓治疗', '口腔医生', '牙周治疗']",10-15K,大专,哈尔滨
6457,电子技术工程师,"['FPGA开发', 'DSP开发', 'ARM开发']",8-13K,本科,哈尔滨
6458,幼儿园保育员,"['周末双休', '八小时工作制', '法定假日休息']",1-2K,中专/中技,哈尔滨
6459,哈尔滨市香坊区切...招聘后厨,"['配菜打荷', '无经验']",4-5K,学历不限,哈尔滨
6460,内勤,"['考勤管理', '数据处理', '活动管理', '会议管理', '办公环境管理']",3-5K,大专,哈尔滨
6461,美体师,"['餐补', '包住', '带薪培训', '环境好', '塑形美体', '纤体', '健康证']",5-10K,学历不限,哈尔滨
6462,高级建筑工程师,"['一级建造师', '高级工程师职称', '熟悉BIM系统']",12-15K,本科,哈尔滨
6463,连锁药店营业员,"['储备店长', '药店营业员', '药店']",2-4K,学历不限,哈尔滨
6464,美容师,"['综合性美容机构', '了解美容常识', '祛痘', '美容护肤', '面部保养']",3-8K,学历不限,哈尔滨
6465,酒店客房领班,"['客房管理经验', '包吃', '包住', '五险一金']",4-5K,初中及以下,哈尔滨
6466,销售专员,['电话销售经验'],6-7K,学历不限,哈尔滨
6467,山丘烤肉火锅总店招聘烧烤师傅,"['3-5年', '炭烤']",6-7K,大专,哈尔滨
6468,桂在香知招聘服务员,"['带薪年假', '服务员', '包吃', '底薪加提成', '保底工资', '环境好']",4-5K,学历不限,哈尔滨
6469,等级维护,['项目管理'],3-4K,大专,哈尔滨
6470,后勤,['办公室专员'],3-4K,学历不限,哈尔滨
6471,口腔助理医师,"['助理医师资格证', '口腔科']",2-5K,大专,哈尔滨
6472,初中部各学科优秀兼职教师,"['教师', '初中教育', '数学', '英语', '物理', '化学', '线上授课']",3-7K,本科,哈尔滨
6473,电商运营助理,"['运营专员', '电商运营']",4-9K,学历不限,哈尔滨
6474,售后信息员,"['五险', '周末单休']",2-5K,大专,哈尔滨
6475,屹海控制招聘电工,"['周末双休', '带薪年假', '包吃', '八小时工作制', '五险', '不加班']",2-5K,中专/中技,哈尔滨
6476,技术合伙人,"['系统架构', '技术管理', '测试管理']",8-16K,本科,哈尔滨
6477,鬼佬边炉餐饮店招聘传菜员,"['包吃', '包住', '全勤奖']",4-6K,学历不限,哈尔滨
6478,晚自习答疑老师,"['初中教育', '高中教育']",2-3K,本科,哈尔滨
6479,活动策划执行实习生,"['擅长平面设计', '策划', '公关公司/活动服务提供商（乙方）']",100-150元/天,本科,哈尔滨
6480,经纪人,['星探'],6-7K,学历不限,哈尔滨
6481,茶艺师助理,"['茶艺师', '八小时工作制', '全勤奖', '工龄奖', '节假日加班费']",1-5K,大专,哈尔滨
6482,会计,"['税务', '风控', '收入账', '房地产/建筑', '成本', '预算', '总账']",3-8K,大专,哈尔滨
6483,食品厂财务总监,"['财务综合管理', '成本管理', '税务管理', '总账核算']",6-7K,本科,哈尔滨
6484,.net研发工程师,"['.NET', 'JavaScript', 'HTML', 'Oracle', 'ASP', 'JQuery', 'Node.js']",9-14K,大专,哈尔滨
6485,采购,['国内采购'],3-4K,学历不限,哈尔滨
6486,彩超医生,"['超声操作医生', '副高级职称', '腹部超声', '心脏超声', '超声介入']",6-7K,大专,哈尔滨
6487,Application Engineer 电气应用工程师,"['变频器', '电气设计']",8-11K·14薪,本科,哈尔滨
6488,新中电招聘电工,"['五险一金', '包吃包住', '不加班', '全职']",3-6K,学历不限,哈尔滨
6489,自媒体运营专员,"['自媒体运营', '图文内容创作者', '新媒体', '头条号', '百家号']",4-9K,大专,哈尔滨
6490,政府项目顾问,['对企业/机构（ToB）销售经验'],7-8K,高中,哈尔滨
6491,衣柜厨柜设计师,"['手绘', '延展设计', '三维家']",2-3K,本科,哈尔滨
6492,检验师,"['检验科医师', '医院卫生', '检验科']",3-6K,本科,哈尔滨
6493,实验专员主管,"['农艺师', '包吃包住', '驻场补贴', '个人绩效', '大棚种植']",4-6K,大专,哈尔滨
6494,组织发展,"['组织架构/职级体系设计优化', '人才梯队建设', '干部选拔']",3-5K,本科,哈尔滨
6495,千代武日本料理招聘餐饮学徒,['日料/韩餐'],3-4K,学历不限,哈尔滨
6496,酒店保洁员,"['包住', '室内清洁', '免费工作餐', '节日福利']",2-3K,学历不限,哈尔滨
6497,擦车工,"['洗车', '包吃']",3-4K,学历不限,哈尔滨
6498,CAD设计/制图,"['CAD', '三维家', '3DMax']",6-7K,中专/中技,哈尔滨
6499,平面设计,"['平面设计', '插画']",4-8K,学历不限,哈尔滨
6500,护士,"['养老院', '护士执业证书', '护士资格证', '护士', '健康管理']",3-5K,大专,哈尔滨
6501,运营总监,"['运营管理', '高级运营管理']",6-10K,大专,哈尔滨
6502,美容师,"['SPA/水疗机构', '综合性美容机构']",5-10K,学历不限,哈尔滨
6503,平面设计,"['小程序', '视觉设计', '延展设计', '美工', 'PhotoShop', 'AI', '全职']",3-4K,大专,哈尔滨
6504,线下拓展运营,['五险'],3-8K,学历不限,哈尔滨
6505,德盛强招聘货运司机,"['4-5年', '年终奖', '电动车', '公司提供运输面包车', '健康证']",5-6K,高中,哈尔滨
6506,阿尔卑斯自助西餐厅招聘行政总厨,['月休四天'],10-15K,高中,哈尔滨
6507,电话客服,"['不含销售的客服工作', '正常工作制', '办公室坐班', '全职']",3-8K,学历不限,哈尔滨
6508,中小学语文教师,"['语文', '小学教育', '初中教育']",3-5K,本科,哈尔滨
6509,发型师,"['洗护助理', '发型师', '造型师']",4-6K,学历不限,哈尔滨
6510,传菜部领班,"['包吃包住', '全勤奖', '底薪加提成', '烧烤店']",5-6K,学历不限,哈尔滨
6511,少儿篮球教练,['月休四天'],5-6K,学历不限,哈尔滨
6512,高中文科辅导教师,"['全职', '培训机构', '线上教育', '线下教育', '文案撰写', '坐班']",5-10K,本科,哈尔滨
6513,CAD设计/制图,"['CAD', '出差']",3-4K,大专,哈尔滨
6514,凯乐招聘网约车司机,"['司机', '商务司机', '专车司机', '网约车司机']",10-15K,学历不限,哈尔滨
6515,口腔科医生,"['口腔科', '医师资格证']",11-20K,本科,哈尔滨
6516,中医,['开方诊脉坐诊'],1-2K,本科,哈尔滨
6517,人资行政主管,"['制度制定及落地优化', '人力资源成本管控', '管理体系建设优化']",6-8K,本科,哈尔滨
6518,百一大地锅招聘餐饮学徒,['中餐'],3-4K,学历不限,哈尔滨
6519,修图美工,"['PS', 'AI', '修图抠图', '画图']",3-4K,学历不限,哈尔滨
6520,化学教师,"['高中教育', '教师', '一对一授课']",5-6K,本科,哈尔滨
6521,绘图员,['家居/家具设计'],2-4K,高中,哈尔滨
6522,经理助理,['全职'],2-3K·13薪,学历不限,哈尔滨
6523,口腔科医生,"['口腔综合', '初级职称']",10-15K,大专,哈尔滨
6524,平面设计师,"['视觉设计', '设计师', 'PhotoShop', 'CorelDRAW', 'AI', 'InDesign']",3-5K,学历不限,哈尔滨
6525,平面设计师,"['CorelDRAW', '户外广告设计', '画册设计', '美工', 'PhotoShop']",3-6K,学历不限,哈尔滨
6526,机械研发工程师,"['CAD', 'SolidWorks', 'ANSYS', '工程师', '机械', '研发', '科研']",6-10K,本科,哈尔滨
6527,英语老师,"['幼师', '新概念英语']",3-6K,本科,哈尔滨
6528,网站运营,"['文案撰写', '网站内容编辑']",3-6K,本科,哈尔滨
6529,内业资料员,['水利市政'],3-4K,高中,哈尔滨
6530,人事行政主管,"['咨询公司', '甲方公司', '人力外包公司', '企业服务', '管理经验']",4-6K,本科,哈尔滨
6531,运营,"['用户运营', '新媒体运营', '直播运营']",5-10K,学历不限,哈尔滨
6532,市场项目经理/活动策划与执行,"['公关公司/活动服务提供商（乙方）', '线下活动']",6-8K,本科,哈尔滨
6533,硬笔书法教师,"['教师', '线下授课', '硬笔练字']",5-10K,大专,哈尔滨
6534,牙科医生,"['根管治疗', '口腔修复', '补牙', '口腔执业医师']",8-13K,大专,哈尔滨
6535,养老护理培训师,"['线下教育', '线上教育', '内训', '职业与技能培训', '有销售经验']",8-13K,学历不限,哈尔滨
6536,途强招聘网约车司机,"['免费培训', '免费道路救援']",7-8K,学历不限,哈尔滨
6537,物理教师,"['全职', '培训机构', '线下教育', '线上教育', '一对一教学']",5-10K,本科,哈尔滨
6538,医美护士,"['医美整形机构', '护士执业证书', '护士资格证', '护士', '常规护理']",4-6K,大专,长春
6539,物业礼宾员,"['礼仪/迎宾', '轮班工作制', '餐补']",4-5K,学历不限,长春
6540,厚谊俊捷招聘电工,"['电工', '维修电工', '电工证']",3-5K,高中,长春
6541,深度学习算法工程师,"['视觉图像算法', 'Python', 'C++', 'Java', '深度学习算法']",11-20K,硕士,长春
6542,前台服务接待,"['包吃', '绩效奖金', '全勤奖']",4-5K,学历不限,长春
6543,招生顾问,"['培训机构', '有大型教育机构经验', '有销售背景', '营销相关专业']",5-10K,中专/中技,长春
6544,少儿编程老师,"['Python', 'C++']",5-10K,本科,长春
6545,平面设计,['UI设计'],5-10K,大专,长春
6546,网络工程师,"['运维', '系统运维']",4-6K,本科,长春
6547,平面设计师,"['手绘', '平面设计']",4-7K,本科,长春
6548,数控机加操作工,"['CAD', '机械设备']",3-5K,高中,长春
6549,德邦快递招聘叉车工,"['托盘叉车', '月结', '包住', '五险', '住宿环境好']",8-9K,学历不限,长春
6550,实习剪辑,['视频剪辑'],1-2K,学历不限,长春
6551,文案编辑专员,['文案编辑'],3-6K,本科,长春
6552,小儿推拿学员,"['推拿', '艾灸', '药浴', '中医理疗机构', '小儿推拿', '产后修复']",4-5K,学历不限,长春
6553,书法教师或助教,"['书法', '教师', '线下授课', '助教']",3-4K,大专,长春
